Transaction_ID,Card_ID,Transaction_Amount,Merchant,Transaction_Type,Average_Transaction_Per_Day,Accumulated_Transactions,Average_Transaction_Amount,Accumulated_Amount,Transaction_Location,Previous_Location,Time_Difference (min),Is_Fraudulent
T443662,C71012,911.46,Zales,E-Commerce,8,35,188.32,79.32,Colombia,Colombia,101.0,0
T800741,C73895,426.33,American Airlines,E-Commerce,2,9,449.88,978.73,Colombia,Colombia,41.0,0
T153651,C29321,776.37,G2A,E-Commerce,11,25,250.02,861.36,Chile,Colombia,104.0,1
T103391,C42108,398.39,Shein,E-Commerce,4,37,483.39,347.24,Chile,Chile,75.0,0
T671824,C71655,682.05,Tiffany & Co.,E-Commerce,38,1,883.43,406.21,Chile,Chile,102.0,0
T577867,C22207,293.32,Delta Airlines,E-Commerce,10,9,670.09,598.13,Chile,Chile,66.0,0
T314728,C91203,89.05,Steam,E-Commerce,34,30,805.32,257.14,Peru,Chile,67.0,0
T529125,C61670,215.36,Cartier,E-Commerce,8,18,501.57,901.64,Peru,Peru,9.0,0
T993871,C38591,887.37,Tiffany & Co.,E-Commerce,25,31,517.96,44.8,Peru,Peru,13.0,0
T450497,C42723,802.96,Delta Airlines,E-Commerce,29,3,125.41,945.35,Peru,Peru,23.0,0
T301715,C26292,154.36,Zephora,E-Commerce,30,21,35.59,471.75,Peru,Peru,75.0,0
T576746,C55760,617.24,G2A,E-Commerce,29,1,323.15,126.23,Peru,Peru,55.0,0
T532514,C16709,319.8,Zales,E-Commerce,15,30,188.63,709.56,Peru,Peru,95.0,0
T413488,C96329,417.43,Delta Airlines,E-Commerce,16,2,849.87,706.22,Peru,Peru,98.0,0
T421127,C24218,557.37,Zephora,E-Commerce,9,17,969.35,259.83,Peru,Peru,31.0,0
T641066,C19543,588.35,eBay,E-Commerce,23,9,26.29,163.04,Ecuador,Peru,67.0,0
T561214,C15668,441.7,Steam,E-Commerce,14,37,138.62,800.53,Ecuador,Ecuador,98.0,0
T389076,C65495,181.52,American Airlines,E-Commerce,28,30,41.67,879.9,Peru,Ecuador,98.0,0
T985393,C92538,577.35,Cartier,E-Commerce,23,19,242.65,584.41,Peru,Peru,84.0,0
T274321,C55137,510.42,eBay,E-Commerce,13,15,871.49,451.69,Ecuador,Peru,82.0,0
T986862,C14209,401.46,eBay,E-Commerce,39,20,606.48,795.91,Ecuador,Ecuador,64.0,0
T679678,C40492,94.59,LATAM,E-Commerce,2,31,87.08,431.43,Ecuador,Ecuador,10.0,0
T605314,C88077,980.46,Delta Airlines,E-Commerce,6,24,453.37,391.1,Ecuador,Ecuador,89.0,0
T863093,C19929,635.56,Delta Airlines,E-Commerce,39,18,306.4,931.14,Ecuador,Ecuador,6.0,0
T544609,C34903,67.51,Walmart,E-Commerce,8,38,385.83,351.73,Ecuador,Ecuador,27.0,0
T264241,C64857,933.33,Booking,E-Commerce,14,31,315.7,152.69,Ecuador,Ecuador,84.0,0
T286592,C68119,720.98,Amazon,E-Commerce,37,25,21.71,413.66,Ecuador,Ecuador,17.0,0
T299106,C23346,612.26,Walmart,E-Commerce,2,37,715.01,895.07,Ecuador,Ecuador,75.0,0
T329153,C74921,92.95,Amazon Gift Cards,E-Commerce,37,14,468.84,870.48,Ecuador,Ecuador,40.0,0
T547437,C46266,165.12,Cartier,E-Commerce,25,29,485.65,381.83,Ecuador,Ecuador,18.0,0
T737778,C58963,869.32,Amazon,E-Commerce,10,12,881.52,275.16,Ecuador,Ecuador,26.0,0
T576825,C30050,137.41,LATAM,E-Commerce,9,10,352.98,210.64,Ecuador,Ecuador,50.0,0
T107590,C31017,576.04,G2A,E-Commerce,12,32,350.01,842.0,Ecuador,Ecuador,20.0,0
T908944,C79371,863.31,Tiffany & Co.,E-Commerce,36,15,250.62,325.11,Ecuador,Ecuador,35.0,0
T999802,C62311,152.92,Amazon,E-Commerce,29,38,546.0,792.23,Ecuador,Ecuador,4.0,0
T718898,C66056,720.27,Amazon Gift Cards,E-Commerce,23,3,734.22,415.28,Ecuador,Ecuador,51.0,0
T122036,C44927,336.7,G2A,E-Commerce,21,23,234.43,117.96,Ecuador,Ecuador,90.0,0
T513294,C64267,59.38,American Airlines,E-Commerce,31,31,139.6,658.54,Ecuador,Ecuador,42.0,0
T101579,C44630,618.65,Shein,E-Commerce,27,23,422.22,44.62,Ecuador,Ecuador,114.0,0
T465423,C72226,640.33,Zales,E-Commerce,7,14,579.79,710.0,Ecuador,Ecuador,21.0,0
T915861,C50130,160.28,LATAM,E-Commerce,39,38,928.38,893.91,Ecuador,Ecuador,80.0,0
T875191,C67165,913.07,Amazon,E-Commerce,15,37,607.69,160.01,Ecuador,Ecuador,54.0,0
T369323,C45293,868.64,Epic Games,E-Commerce,14,21,940.47,364.01,Ecuador,Ecuador,37.0,0
T840431,C47534,71.03,LATAM,E-Commerce,34,35,652.7,876.3,Ecuador,Ecuador,90.0,0
T589325,C72791,668.57,Zales,E-Commerce,25,3,293.08,95.52,Ecuador,Ecuador,40.0,0
T602701,C76014,45.44,Epic Games,E-Commerce,28,34,839.31,809.74,Ecuador,Ecuador,102.0,0
T539343,C26397,43.87,Tiffany & Co.,E-Commerce,17,5,421.98,548.73,Ecuador,Ecuador,54.0,0
T259130,C47233,707.65,Zephora,E-Commerce,37,31,432.61,534.86,Ecuador,Ecuador,25.0,0
T990829,C87554,51.89,Amazon,E-Commerce,1,36,171.6,181.27,Ecuador,Ecuador,40.0,0
T314453,C36722,705.54,Steam,E-Commerce,33,7,962.0,181.86,Ecuador,Ecuador,78.0,0
T704182,C57236,844.87,Steam,E-Commerce,30,35,416.92,131.4,Ecuador,Ecuador,21.0,0
T280610,C79533,607.34,Shein,E-Commerce,17,6,118.67,177.72,Ecuador,Ecuador,114.0,0
T620171,C11212,634.14,G2A,E-Commerce,35,5,53.14,742.42,Ecuador,Ecuador,53.0,0
T321949,C24785,139.03,G2A,E-Commerce,25,8,197.14,596.01,Chile,Ecuador,57.0,0
T913942,C28382,661.46,G2A,E-Commerce,35,15,836.24,699.14,Ecuador,Chile,87.0,0
T867593,C35197,62.39,Amazon Gift Cards,E-Commerce,12,6,76.84,868.25,Ecuador,Ecuador,57.0,0
T154854,C12660,228.97,Steam,E-Commerce,1,27,945.99,428.14,Ecuador,Ecuador,42.0,0
T495800,C25258,910.55,Tiffany & Co.,E-Commerce,6,6,507.16,442.94,Ecuador,Ecuador,57.0,0
T561316,C27609,813.8,Zephora,E-Commerce,1,34,138.19,897.32,Ecuador,Ecuador,119.0,0
T937384,C74949,973.97,Amazon,E-Commerce,28,1,875.35,290.18,Ecuador,Ecuador,47.0,0
T407676,C57067,636.0,Amazon,E-Commerce,19,35,444.26,988.92,Ecuador,Ecuador,61.0,0
T322445,C14641,295.35,Walmart,E-Commerce,2,7,650.44,537.61,Ecuador,Ecuador,30.0,0
T837329,C61874,469.15,Amazon,E-Commerce,19,22,906.33,93.88,Ecuador,Ecuador,110.0,0
T352604,C15883,964.17,eBay,E-Commerce,33,37,314.25,415.27,Ecuador,Ecuador,42.0,0
T711381,C75839,353.71,Walmart,E-Commerce,22,28,386.51,790.15,Ecuador,Ecuador,59.0,0
T641664,C66818,44.74,Shein,E-Commerce,36,12,69.85,210.3,Ecuador,Ecuador,111.0,0
T428357,C65685,660.29,Walmart,E-Commerce,35,33,833.19,707.42,Ecuador,Ecuador,116.0,0
T954734,C66838,830.66,American Airlines,E-Commerce,11,16,194.03,743.85,Ecuador,Ecuador,2.0,0
T965624,C20814,284.69,Zales,E-Commerce,13,33,346.58,136.43,Ecuador,Ecuador,74.0,0
T937795,C67831,95.42,Walmart,E-Commerce,39,21,822.69,702.72,Ecuador,Ecuador,111.0,0
T904837,C14731,435.16,Delta Airlines,E-Commerce,33,31,190.66,461.97,Ecuador,Ecuador,22.0,0
T894920,C87106,277.4,American Airlines,E-Commerce,28,37,705.9,336.97,Ecuador,Ecuador,100.0,0
T601663,C74250,132.78,Tiffany & Co.,E-Commerce,30,10,999.89,452.04,Ecuador,Ecuador,99.0,0
T239780,C61919,632.06,Delta Airlines,E-Commerce,30,15,877.07,19.68,Ecuador,Ecuador,14.0,0
T112500,C58447,612.92,eBay,E-Commerce,24,2,102.05,754.31,Ecuador,Ecuador,75.0,0
T344386,C31301,347.26,Epic Games,E-Commerce,5,13,710.02,868.16,Ecuador,Ecuador,102.0,0
T361789,C18408,509.38,Zephora,E-Commerce,11,17,391.03,812.39,Ecuador,Ecuador,99.0,0
T522567,C77324,42.59,Tiffany & Co.,E-Commerce,37,24,265.62,869.56,Ecuador,Ecuador,32.0,0
T208955,C66862,764.8,Delta Airlines,E-Commerce,27,14,125.98,677.48,Ecuador,Ecuador,51.0,0
T606792,C29492,577.19,Tiffany & Co.,E-Commerce,9,30,179.23,479.3,Ecuador,Ecuador,84.0,0
T347865,C90649,693.4,Epic Games,E-Commerce,13,28,3.46,240.99,Ecuador,Ecuador,21.0,0
T114510,C44268,361.28,Delta Airlines,E-Commerce,33,20,470.54,702.68,Peru,Ecuador,34.0,0
T942033,C24288,277.35,American Airlines,E-Commerce,32,31,211.99,515.74,Peru,Peru,84.0,0
T714626,C13329,654.94,Tiffany & Co.,E-Commerce,29,34,260.54,350.86,Peru,Peru,102.0,0
T500711,C95379,650.68,LATAM,E-Commerce,36,38,925.93,922.76,Peru,Peru,108.0,0
T249925,C40782,249.25,Booking,E-Commerce,1,15,346.42,258.58,Peru,Peru,87.0,0
T649857,C18751,341.69,eBay,E-Commerce,38,28,662.04,816.66,Peru,Peru,99.0,0
T869475,C77606,333.36,Zephora,E-Commerce,28,13,291.59,17.68,Ecuador,Peru,102.0,0
T173984,C94885,188.6,Tiffany & Co.,E-Commerce,6,3,924.37,388.06,Ecuador,Ecuador,3.0,0
T216862,C18886,214.72,Zephora,E-Commerce,4,8,536.35,198.21,Ecuador,Ecuador,81.0,0
T594353,C38157,480.59,Walmart,E-Commerce,34,23,513.62,683.23,Ecuador,Ecuador,78.0,0
T357481,C98270,800.75,Shein,E-Commerce,12,38,804.58,91.35,Ecuador,Ecuador,97.0,0
T317895,C97266,162.42,eBay,E-Commerce,12,31,242.21,374.07,Ecuador,Ecuador,35.0,0
T961806,C26613,825.67,Booking,E-Commerce,26,39,426.28,500.04,Ecuador,Ecuador,21.0,0
T890611,C74186,931.11,eBay,E-Commerce,20,24,707.87,23.22,Ecuador,Ecuador,96.0,0
T889951,C29130,160.37,Zephora,E-Commerce,9,17,213.95,105.88,Ecuador,Ecuador,27.0,0
T904747,C56641,286.92,Shein,E-Commerce,15,1,255.94,160.01,Ecuador,Ecuador,55.0,0
T147806,C43314,2.25,Cartier,E-Commerce,11,30,537.59,264.7,Ecuador,Ecuador,71.0,0
T512417,C43670,940.22,G2A,E-Commerce,20,29,271.8,33.55,Ecuador,Ecuador,71.0,0
T842348,C83194,139.99,G2A,E-Commerce,18,25,276.16,856.64,Ecuador,Ecuador,65.0,0
T927325,C49537,763.93,eBay,E-Commerce,13,9,850.9,549.13,Ecuador,Ecuador,97.0,0
T715164,C47319,531.88,Tiffany & Co.,E-Commerce,31,21,195.45,728.87,Ecuador,Ecuador,16.0,0
T514041,C25053,644.57,Zephora,E-Commerce,13,19,48.22,593.5,Ecuador,Ecuador,57.0,0
T454358,C81608,803.1,Booking,E-Commerce,6,6,218.47,415.93,Ecuador,Ecuador,119.0,0
T294915,C21837,320.0,eBay,E-Commerce,38,37,107.76,895.54,Ecuador,Ecuador,78.0,0
T162310,C67541,904.36,American Airlines,E-Commerce,32,31,821.31,201.4,Ecuador,Ecuador,14.0,0
T369810,C31286,943.08,Amazon Gift Cards,E-Commerce,3,7,38.19,754.3,Ecuador,Ecuador,47.0,0
T470934,C82179,995.16,American Airlines,E-Commerce,32,17,471.46,620.5,Ecuador,Ecuador,30.0,0
T367419,C78871,623.86,Delta Airlines,E-Commerce,8,5,94.43,431.49,Ecuador,Ecuador,79.0,0
T363747,C27293,93.23,Booking,E-Commerce,7,1,555.51,43.22,Ecuador,Ecuador,50.0,0
T939247,C64805,92.35,G2A,E-Commerce,18,13,155.33,199.55,Ecuador,Ecuador,10.0,0
T351087,C93858,592.01,Cartier,E-Commerce,25,8,527.19,133.64,Ecuador,Ecuador,84.0,0
T796960,C66211,671.69,Epic Games,E-Commerce,1,10,657.19,861.23,Ecuador,Ecuador,37.0,0
T486073,C94593,858.59,Tiffany & Co.,E-Commerce,32,34,334.25,773.2,Ecuador,Ecuador,77.0,0
T692515,C63232,224.21,Booking,E-Commerce,1,32,225.57,545.06,Ecuador,Ecuador,77.0,0
T533838,C55888,680.49,Epic Games,E-Commerce,15,38,536.9,685.54,Ecuador,Ecuador,86.0,0
T773786,C20838,297.66,Shein,E-Commerce,2,34,935.86,954.65,Ecuador,Ecuador,26.0,0
T623441,C18717,293.41,G2A,E-Commerce,38,38,316.51,654.82,Ecuador,Ecuador,2.0,0
T975151,C50953,200.36,Tiffany & Co.,E-Commerce,32,14,156.83,156.35,Ecuador,Ecuador,16.0,0
T853361,C28380,664.74,Amazon,E-Commerce,13,17,784.06,570.0,Ecuador,Ecuador,103.0,0
T763714,C78425,458.46,G2A,E-Commerce,31,19,826.43,424.5,Ecuador,Ecuador,19.0,0
T643801,C91660,914.42,Zales,E-Commerce,1,37,163.71,813.62,Ecuador,Ecuador,62.0,0
T185318,C50574,781.42,eBay,E-Commerce,14,35,25.0,18.71,Ecuador,Ecuador,83.0,0
T528734,C27021,415.31,Tiffany & Co.,E-Commerce,28,26,405.77,45.09,Brazil,Ecuador,86.0,0
T957148,C78515,462.78,Steam,E-Commerce,3,12,302.23,774.59,Ecuador,Brazil,114.0,0
T135220,C17493,951.05,Cartier,E-Commerce,27,31,779.35,737.01,Ecuador,Ecuador,54.0,0
T978067,C83067,301.42,Zales,E-Commerce,28,27,123.07,568.29,Ecuador,Ecuador,119.0,0
T988025,C54582,200.4,Amazon Gift Cards,E-Commerce,22,20,446.99,451.1,Ecuador,Ecuador,74.0,0
T149080,C62561,765.21,Amazon,E-Commerce,9,2,460.86,771.26,Ecuador,Ecuador,53.0,0
T330756,C44603,929.15,G2A,E-Commerce,37,17,599.47,542.91,Ecuador,Ecuador,97.0,0
T599048,C85868,151.72,American Airlines,E-Commerce,16,16,470.39,900.44,Ecuador,Ecuador,78.0,0
T811926,C20994,363.0,Steam,E-Commerce,14,23,18.5,817.41,Ecuador,Ecuador,32.0,0
T378622,C21314,681.32,Walmart,E-Commerce,3,6,107.74,275.79,Ecuador,Ecuador,118.0,0
T390677,C77416,585.54,G2A,E-Commerce,10,29,201.11,650.76,Ecuador,Ecuador,96.0,0
T449354,C82199,775.27,Shein,E-Commerce,24,28,120.61,843.05,Ecuador,Ecuador,103.0,0
T763076,C95355,379.02,Tiffany & Co.,E-Commerce,12,14,708.03,318.11,Ecuador,Ecuador,44.0,0
T815388,C62574,190.96,Zephora,E-Commerce,1,29,359.98,164.77,Ecuador,Ecuador,81.0,0
T709889,C21240,788.85,Steam,E-Commerce,9,24,149.31,655.76,Ecuador,Ecuador,57.0,0
T619846,C31326,917.99,Zales,E-Commerce,36,29,635.32,729.15,Ecuador,Ecuador,44.0,0
T405916,C26295,59.34,LATAM,E-Commerce,21,19,526.02,608.84,Ecuador,Ecuador,68.0,0
T458862,C85978,409.02,Amazon,E-Commerce,14,8,635.35,331.66,Chile,Ecuador,97.0,0
T667965,C91397,179.1,Delta Airlines,E-Commerce,3,36,63.73,563.72,Chile,Chile,45.0,0
T144925,C58283,752.03,Walmart,E-Commerce,34,3,772.15,115.12,Chile,Chile,96.0,0
T602972,C66705,435.07,Tiffany & Co.,E-Commerce,39,28,616.58,174.12,Chile,Chile,104.0,0
T836944,C39349,461.91,LATAM,E-Commerce,36,3,549.56,780.69,Chile,Chile,47.0,0
T660596,C68743,281.13,Epic Games,E-Commerce,5,38,369.21,538.14,Chile,Chile,63.0,0
T774532,C17755,664.87,Tiffany & Co.,E-Commerce,38,25,45.39,337.21,Chile,Chile,100.0,0
T678989,C13202,362.94,Amazon Gift Cards,E-Commerce,36,19,568.52,380.44,Chile,Chile,27.0,0
T643657,C15193,305.55,Shein,E-Commerce,11,28,697.32,918.69,Chile,Chile,68.0,0
T353784,C57143,601.54,Amazon,E-Commerce,19,31,597.43,652.51,Chile,Chile,68.0,0
T518917,C85137,592.63,Tiffany & Co.,E-Commerce,20,11,251.13,624.72,Chile,Chile,92.0,0
T496880,C80454,483.83,eBay,E-Commerce,7,9,666.24,267.5,Chile,Chile,26.0,0
T815128,C72663,358.32,Zephora,E-Commerce,28,3,434.74,824.2,Chile,Chile,9.0,0
T828483,C67842,877.13,Tiffany & Co.,E-Commerce,9,32,726.85,372.79,Chile,Chile,100.0,0
T871737,C83243,629.67,Amazon,E-Commerce,15,38,876.45,386.81,Chile,Chile,94.0,0
T133434,C54702,120.56,Walmart,E-Commerce,2,34,419.83,716.22,Chile,Chile,68.0,0
T406044,C38563,604.37,LATAM,E-Commerce,38,20,509.9,27.62,Chile,Chile,22.0,0
T352048,C14906,272.92,Walmart,E-Commerce,33,7,947.7,980.13,Chile,Chile,83.0,0
T287545,C48589,68.72,Cartier,E-Commerce,15,3,320.51,870.36,Chile,Chile,4.0,0
T606339,C40751,653.02,Shein,E-Commerce,1,2,64.18,236.14,Chile,Chile,81.0,0
T198818,C26531,819.93,Booking,E-Commerce,17,7,761.29,513.43,Chile,Chile,57.0,0
T298112,C71239,908.55,Amazon,E-Commerce,36,16,348.02,270.46,Chile,Chile,105.0,0
T876858,C72384,85.63,Cartier,E-Commerce,12,1,465.49,482.47,Chile,Chile,115.0,0
T147776,C91927,674.71,Delta Airlines,E-Commerce,33,18,501.97,369.02,Chile,Chile,5.0,0
T540484,C91084,53.77,American Airlines,E-Commerce,12,36,313.76,552.09,Chile,Chile,102.0,0
T689708,C40511,960.29,Zales,E-Commerce,8,8,611.01,996.53,Chile,Chile,92.0,0
T613595,C38111,46.6,Zales,E-Commerce,27,16,489.82,991.04,Chile,Chile,118.0,0
T835022,C74343,939.19,Amazon Gift Cards,E-Commerce,31,26,712.28,127.8,Chile,Chile,62.0,0
T161072,C57399,558.51,Tiffany & Co.,E-Commerce,3,28,770.0,916.06,Chile,Chile,109.0,0
T741541,C79401,551.31,Zephora,E-Commerce,2,10,851.3,465.46,Chile,Chile,83.0,0
T953968,C21180,73.92,Steam,E-Commerce,37,11,585.28,208.09,Chile,Chile,90.0,0
T563847,C92767,103.58,Epic Games,E-Commerce,35,23,606.5,316.39,Chile,Chile,68.0,0
T830524,C36087,302.33,Booking,E-Commerce,2,39,931.11,545.88,Chile,Chile,98.0,0
T795769,C58347,904.54,Delta Airlines,E-Commerce,23,28,867.36,977.05,Chile,Chile,45.0,0
T631302,C41696,566.06,eBay,E-Commerce,21,38,512.8,609.82,Ecuador,Chile,8.0,1
T192676,C48826,21.83,Walmart,E-Commerce,13,8,880.73,817.55,Ecuador,Ecuador,14.0,0
T411213,C58310,2.5,Amazon Gift Cards,E-Commerce,12,10,307.31,850.27,Ecuador,Ecuador,19.0,0
T904365,C41340,702.33,Delta Airlines,E-Commerce,14,24,76.43,555.07,Ecuador,Ecuador,80.0,0
T849294,C58241,140.09,Zales,E-Commerce,10,17,725.23,765.66,Ecuador,Ecuador,30.0,0
T700544,C72559,606.77,Zales,E-Commerce,37,15,845.53,385.87,Ecuador,Ecuador,1.0,0
T287298,C51274,246.23,Amazon Gift Cards,E-Commerce,28,35,822.37,210.99,Ecuador,Ecuador,110.0,0
T220852,C97275,846.89,Zephora,E-Commerce,26,39,373.88,789.03,Ecuador,Ecuador,110.0,0
T935336,C12370,110.57,G2A,E-Commerce,32,21,757.91,526.1,Ecuador,Ecuador,41.0,0
T723355,C30529,296.15,American Airlines,E-Commerce,33,24,297.51,635.92,Ecuador,Ecuador,111.0,0
T155446,C21236,941.5,Cartier,E-Commerce,7,15,676.08,655.96,Ecuador,Ecuador,89.0,0
T327293,C85300,904.92,Delta Airlines,E-Commerce,32,15,267.61,270.61,Ecuador,Ecuador,59.0,0
T980732,C24857,827.11,Amazon,E-Commerce,26,34,913.03,431.85,Ecuador,Ecuador,7.0,0
T916379,C68291,493.24,Cartier,E-Commerce,13,11,515.62,122.02,Ecuador,Ecuador,64.0,0
T137320,C53510,260.26,Cartier,E-Commerce,8,29,637.4,562.02,Ecuador,Ecuador,116.0,0
T305034,C40385,535.01,Cartier,E-Commerce,6,21,298.78,281.37,Colombia,Ecuador,36.0,0
T338464,C55512,741.34,Zales,E-Commerce,22,17,329.88,750.8,Colombia,Colombia,108.0,0
T513386,C98385,114.57,Walmart,E-Commerce,11,29,101.2,445.34,Ecuador,Colombia,69.0,0
T951350,C13567,392.61,Booking,E-Commerce,3,33,178.19,67.95,Ecuador,Ecuador,108.0,0
T198120,C29057,129.49,Amazon,E-Commerce,12,2,785.6,848.19,Ecuador,Ecuador,15.0,0
T509964,C25034,26.35,eBay,E-Commerce,22,11,869.86,990.15,Ecuador,Ecuador,45.0,0
T444950,C55337,149.34,Walmart,E-Commerce,36,15,209.31,335.87,Ecuador,Ecuador,6.0,0
T256817,C68815,532.37,Steam,E-Commerce,36,32,17.88,8.2,Ecuador,Ecuador,103.0,0
T237963,C88702,914.06,Zales,E-Commerce,2,38,664.87,235.35,Ecuador,Ecuador,22.0,0
T668720,C94742,104.54,Delta Airlines,E-Commerce,37,8,778.11,157.36,Colombia,Ecuador,13.0,0
T785540,C16626,57.45,Delta Airlines,E-Commerce,6,12,460.66,154.17,Ecuador,Colombia,9.0,1
T766892,C35361,313.9,Amazon,E-Commerce,11,25,442.18,854.38,Ecuador,Ecuador,20.0,0
T188838,C24128,113.8,Zephora,E-Commerce,27,13,601.71,977.95,Ecuador,Ecuador,5.0,0
T537340,C88020,564.36,Booking,E-Commerce,4,19,686.41,633.54,Ecuador,Ecuador,75.0,0
T839847,C55083,974.52,Epic Games,E-Commerce,25,30,153.34,837.15,Ecuador,Ecuador,100.0,0
T359491,C83405,401.3,Amazon,E-Commerce,2,11,470.57,107.57,Ecuador,Ecuador,56.0,0
T202519,C41921,711.65,Shein,E-Commerce,4,35,126.56,428.16,Ecuador,Ecuador,116.0,0
T682994,C11980,242.7,G2A,E-Commerce,16,16,484.62,213.94,Ecuador,Ecuador,13.0,0
T989736,C54421,729.0,Zephora,E-Commerce,18,34,754.65,218.18,Ecuador,Ecuador,91.0,0
T690936,C37043,462.7,Steam,E-Commerce,4,35,44.89,472.86,Ecuador,Ecuador,29.0,0
T339196,C66677,625.7,Epic Games,E-Commerce,14,1,918.36,624.73,Ecuador,Ecuador,103.0,0
T711759,C39201,176.64,American Airlines,E-Commerce,17,38,290.63,353.06,Ecuador,Ecuador,33.0,0
T946050,C90168,37.97,Cartier,E-Commerce,2,13,351.03,50.24,Ecuador,Ecuador,91.0,0
T903804,C17970,215.81,LATAM,E-Commerce,28,9,292.34,55.41,Ecuador,Ecuador,112.0,0
T490817,C75521,301.48,Amazon Gift Cards,E-Commerce,23,29,675.83,431.15,Ecuador,Ecuador,2.0,0
T376999,C31623,353.58,Shein,E-Commerce,14,13,510.29,331.61,Ecuador,Ecuador,63.0,0
T591609,C40653,505.98,Cartier,E-Commerce,37,21,927.29,661.16,Ecuador,Ecuador,19.0,0
T105511,C63482,482.65,Zephora,E-Commerce,32,18,745.49,783.53,Ecuador,Ecuador,31.0,0
T514684,C98740,303.69,Booking,E-Commerce,21,4,876.69,421.16,Ecuador,Ecuador,27.0,0
T452156,C43770,790.87,Zephora,E-Commerce,19,11,760.82,424.09,Ecuador,Ecuador,50.0,0
T284980,C50808,738.59,Epic Games,E-Commerce,11,22,495.98,280.92,Ecuador,Ecuador,81.0,0
T122612,C98995,237.09,Steam,E-Commerce,28,22,671.19,328.23,Ecuador,Ecuador,68.0,0
T527786,C27540,408.64,Cartier,E-Commerce,28,32,916.79,599.93,Ecuador,Ecuador,98.0,0
T140427,C87818,379.9,eBay,E-Commerce,2,19,541.0,32.29,Ecuador,Ecuador,21.0,0
T570441,C56854,763.07,Booking,E-Commerce,3,20,144.8,896.79,Ecuador,Ecuador,37.0,0
T429076,C64631,690.97,Booking,E-Commerce,38,8,583.11,450.56,Ecuador,Ecuador,75.0,0
T746360,C90097,61.89,Zephora,E-Commerce,12,6,135.0,991.19,Ecuador,Ecuador,24.0,0
T665973,C31520,261.58,Zales,E-Commerce,31,8,273.77,615.5,Ecuador,Ecuador,40.0,0
T974807,C29869,519.45,Steam,E-Commerce,20,18,745.77,437.03,Ecuador,Ecuador,33.0,0
T503592,C87741,202.08,eBay,E-Commerce,11,2,337.92,316.52,Ecuador,Ecuador,78.0,0
T424638,C77018,211.31,American Airlines,E-Commerce,6,29,936.89,597.96,Ecuador,Ecuador,2.0,0
T130586,C12677,355.62,Amazon Gift Cards,E-Commerce,35,5,748.76,787.21,Ecuador,Ecuador,65.0,0
T892359,C81974,530.38,Walmart,E-Commerce,8,17,36.35,348.95,Ecuador,Ecuador,93.0,0
T926249,C36206,554.27,Steam,E-Commerce,7,32,974.99,60.84,Ecuador,Ecuador,34.0,0
T326533,C68111,232.79,Steam,E-Commerce,27,12,649.62,609.82,Ecuador,Ecuador,75.0,0
T952834,C10361,413.03,Zales,E-Commerce,19,21,635.58,138.24,Ecuador,Ecuador,56.0,0
T751699,C98317,780.17,Walmart,E-Commerce,4,6,31.89,528.69,Ecuador,Ecuador,40.0,0
T423454,C59235,888.81,Walmart,E-Commerce,34,7,900.86,854.64,Ecuador,Ecuador,51.0,0
T981613,C95010,196.11,eBay,E-Commerce,34,34,268.55,919.79,Ecuador,Ecuador,19.0,0
T528274,C60629,675.89,Zales,E-Commerce,18,1,273.37,507.9,Ecuador,Ecuador,109.0,0
T228255,C48918,902.11,American Airlines,E-Commerce,36,38,246.94,774.26,Ecuador,Ecuador,102.0,0
T129091,C66249,751.13,Steam,E-Commerce,36,37,614.69,164.66,Ecuador,Ecuador,48.0,0
T617459,C64543,747.62,LATAM,E-Commerce,30,28,26.19,384.88,Ecuador,Ecuador,115.0,0
T308229,C54471,414.33,Shein,E-Commerce,21,35,201.67,663.55,Ecuador,Ecuador,35.0,0
T686218,C11154,578.54,Booking,E-Commerce,11,27,329.46,128.29,India,Ecuador,81.0,1
T946710,C51207,46.51,Amazon Gift Cards,E-Commerce,23,22,954.3,7.29,India,India,112.0,0
T272690,C55336,358.85,American Airlines,E-Commerce,34,18,903.56,979.23,Ecuador,India,15.0,0
T584708,C71120,324.24,Tiffany & Co.,E-Commerce,25,19,349.43,260.61,Ecuador,Ecuador,3.0,0
T892496,C49090,360.84,Epic Games,E-Commerce,10,3,330.69,125.22,Ecuador,Ecuador,97.0,0
T805237,C88720,622.68,G2A,E-Commerce,37,14,672.4,424.4,Ecuador,Ecuador,84.0,0
T556349,C45431,795.25,American Airlines,E-Commerce,29,4,633.41,50.84,Ecuador,Ecuador,89.0,0
T994712,C89927,869.65,LATAM,E-Commerce,23,33,705.3,836.36,Ecuador,Ecuador,50.0,0
T964283,C99768,833.43,Walmart,E-Commerce,3,12,252.38,389.25,Ecuador,Ecuador,4.0,0
T281422,C24991,185.0,Amazon,E-Commerce,22,17,23.74,586.4,Ecuador,Ecuador,39.0,0
T703899,C63353,751.29,G2A,E-Commerce,13,28,759.58,430.08,Ecuador,Ecuador,76.0,0
T155167,C13282,891.31,Amazon,E-Commerce,33,31,505.01,465.9,Ecuador,Ecuador,86.0,0
T967129,C22274,533.2,American Airlines,E-Commerce,4,17,713.94,9.14,Ecuador,Ecuador,72.0,0
T353234,C85550,743.77,Booking,E-Commerce,17,35,311.5,306.81,Ecuador,Ecuador,9.0,0
T556233,C23697,988.18,Tiffany & Co.,E-Commerce,29,9,848.28,827.49,Peru,Ecuador,46.0,0
